"idx","calories","carb","category","cholesterol","content","fat","img","n_size","name","protein","sat_fat","size","sodium","sugar","trans_fat","where"
"1078","180kcal","380mg","냉장/냉동식품 > 만두","0.005mg","""1. 국산감자로 만든 쫄깃한 감자피2. 100% 국산야채, 국산 돼지고기3. 국산 포기김치로 매콤한 맛""","6g","https://ottogi.co.kr/pds/product/2022-05-24_529838363[7].jpg","100g 당","맛있는 감자떡만두 김치","3g","0g","""600g, 600g*2, 1200g""","5g","26g","1.4g","""김치 27.33%[포기김치{배추(국산),무(국산),고춧가루((국산),찹쌀풀,제제소금},만두속김치{배추(국산),정제소금(국산),마늘(국산),고춧가루(국산),제제소금}]돼지고기(국산), 밀가루(밀:미국산,캐나다산),양배추,두부,양파,당면,감자전분2.69%(국산),대두단백,대파,부추,고춧가루,마늘,난백,참기름,설탕,생강,정제소금,감자가루0.38%(국산),복합조미식품1,양조간장,청양고추,산도조절제,향미증진제,후추분,복합조미식품2,곡류가공품"""
"2259","115kcal","450mg","면류 > 면류","0mg","고소한 여름철 별미인 콩국수와 시원하고 담백한 곤약면의 조화","6g","https://ottogi.co.kr/pds/product/2021-04-21_885055358[1].jpg","1회 제공량 1컵(190g)함량","곤누들 콩국수","4g","0g","190g","9g","6g","1.5g","""*곤약면:정제수,곤약분(중국산),수산화칼슘*콩국수맛분말스프:콩가루78.3%(중국산70%,국산30%),식물성유지혼합분[야자경화유(외국산)],설탕,고소한맛베이스,알파옥수수분말,정제소금,볶음참깨,볶은검은깨,영양강화제-대두,우유,땅콩 함유-밀,계란,쇠고기,돼지고기,닭고기,메밀,토마토,오징어,새우,게,고등어,조개류(굴,홍합 포함) 혼입가능"""
"1351","25kcal","0mg","농/축/수산식품 > 쨈류","0mg","""1. Reduced containing calories to half, allows you to enjoy jam with no calorie concern.\n2. Reduced sugar content 80%, allows you to enjoy jam with no concern.\n3. Increased fruit content up to 10%, allows you to enjoy the authentic taste of fruit.\n4. Less sweetness widens its application to bread, yogurt and baking.""","0g","https://ottogi.co.kr/pds/product/halfddgi2001.jpg","Per Serving(2 Teaspoons)(20g)","1/2 STRAWBERRY JAM","2g","0g","285g","2g","10g","0g",""
"1801","250kcal","600mg","라면류 > 미니뿌셔","0mg","1. Enjoy crispy and rich noodles topped with barbecue flavor powder soup.\n2. Contains 12% (84.4mg) of the recommended necessary Calcium consumption of children and adolescents.","9g","https://ottogi.co.kr/pds/product/0619_021.jpg","Per Serving(1 Pack)(55g)","MINI PPUSHU BBQ","2g","0g","55g","5g","37g","3.7g","""NOODLE:WHEAT FLOUR(WHEAT:USA,AUSTRALIA),PALM OIL(MALYASIA),HIGH OLEIC SUNFLOWER OIL(IMPORTED:ARGENTINA,SPAIN,FRANCE),CORN FLOUR,SALT,CALCIUM(EGG SHELL),SUGAR,ACIDITY REGULATOR(POTASSIUM CARBONATE,SODIUM POLYPHOSPHATE),GLUCOSYL STEVIA,RIBOFLAVIN,GREEN TEA FLAVORED OIL\nSOUP:BARBECUE SEASONING POWDER-1,BARBECUE SEASONING POWDER-2,ROASTED SEASONING POWDER,SUGAR,SALT,SOY SAUCE POWDER,VEGETABLE OIL,GLUCOSYL STEVIA,MIXED FORMULATION(NUTRIENT)\n[CONTAINS WHEAT FLOUR(WHEAT),DEFATTED SOYBEAN(SOYBEAN),MILK SUGAR(MILK),CALCIUM(EGG SHELL)(EGG),PORK]"""
"1205","360kcal","mg","냉장/냉동식품 > 냉장면류","mg","""저온숙성 반생중화면  직접 볶은 해물, 야채 불맛짬뽕 소스  풍성한 짬뽕 고명""","6g","https://ottogi.co.kr/pds/product/2017-05-16_351474191[13].jpg","","HOME HOT & SPICY JJAMBBONG","15g","0g","264g(Serves2)","10g","68g","2.6g",""
"467","32kcal","4200mg","조미소스/식품 > 국수장국","5mg 미만mg","""1. 신선한 쇠고기를 푹 우려내어 각종 양념으로 맛을 낸 진하고 구수하며 기름기가 없는 맑은 쇠고기 국물입니다.2. 면 요리의 국믈을 낼 때, 이외에 국, 탕, 찌개 등의 국물요리에 육수로 사용하면 간편하고 맛을 좋게 합니다.""","0g","https://ottogi.co.kr/pds/product/2022-03-23_149077822[3].png","100ml","쇠고기장국","2g","0g","360ml","2g","6g","0g","""정제수,쇠고기추출액[쇠고기(뉴질랜드산),후추분(외국산)],양조간장[양조간장원액(탈지대두:인도산),천일염(호주산),기타과당,주정,굴농축액],정제소금(국산),무우즙농축액,마늘엑기스,복합아미노산,표고버섯엑기스,식물성분해단백,양파엑기스,육수맛혼합분,양파맛분말,향미증진제,효모추출물,합성향료(비프스프향),주정,카라멜색소,영양강화제"""
"2208","230kcal","810mg","레토르트/간편식 > 3분","25mg","""크래프트 Craft [1.기술 2.공들여 만들다]1981년 시작된 3분 요리의 오랜 역사. 수많은 시간으로 빚어낸 장인(匠人) 정신.오뚜기가 공들여 쌓아온 기술력과 정성으로 카레 본연에 충실한 맛을 선사합니다.카라멜라이징 양파와 고소하게 볶은 버터루, 상큼한 사과퓨레로 정성스럽게 만든 고급카레입니다.크래프트 카레는 카레 소스를 한번에 섞지 않고 밥과 함께 떠서 드시면 더욱 맛있게 즐기실 수 있습니다.""","16g","https://ottogi.co.kr/pds/product/2021-03-10_936653330[1].jpg","200g","크래프트 카레 200g","15g","0.5g","200g","4g","18g","7g","""정제수, 양파퓨레(중국산), 볶은양파[양파(국산), 카놀라유(캐나다산)], 감자(미국산: 감자, 산도조절제), 사과퓨레[사과(국산), 비타민C], 밀가루, 쇠고기, 가공버터, 당근, 버터, 우스타소스, 토마토케첩, 식물성유지, 카레분1.2%, 정제소금, 설탕, 후추분, 고춧가루, 쿠민, 카르다몸, 카라멜색소[우유, 대두, 밀, 토마토, 쇠고기 함유]*이 제품은 계란, 새우, 돼지고기, 닭고기, 오징어, 조개류(굴,전복,홍합 포함), 메추리알을 사용한 제품과 같은 제조시설에서 제조하고 있습니다."""
"1383","500kcal","1220mg","라면류 > 볶음진짬뽕","20mg","""Wide noodles up to 4mm, called “Geuktae” provides chewy texture.\nEnjoy the authentic taste of stir-fry noodles with natural scent of smoke and delicious spicy taste generated from the rich sweet and spicy seafood sauce.""","17g","https://ottogi.co.kr/pds/product/jim_l3.jpg","","STIR-FRY JIN JJAMBBONG RAMEN","9g","0g","125g","10g","77g","7g",""
"1272","kcal","mg","다류 > 침출","mg","""Brown Rice Green Tea is a harmony of the rich taste of brown rice and scent of green tea, commonly enjoyed by everyone.""","g","https://ottogi.co.kr/pds/product/tea_l_img271.jpg","","BROWN RICE GREEN TEA","g","g","1.5g x 150","g","g","g",""
"2153","140kcal","530mg","조미소스/식품 > 상온드레싱","0mg","겨자씨가 톡톡! 식감까지 살린 홀그레인 머스타드 소스대용량으로 넉넉하게 즐길 수 있는 제품","2g","https://ottogi.co.kr/pds/product/2020-08-24_345601011[12].png","100g당 영양성분","홀그레인머스타드 1100g","20g","0g","""1,100g""","3g","28g","0g","""샐러드머스터드(미국산:식초, 머스터드, 소금, 터메릭, 파프리카), 기타과당, 정제수, 홀그레인머스터드(미국산:식초, 머스터드, 정제소금, 향신료), 양파(국산), 설탕, 연겨자(겨자:캐나다산), 발효식초, 옐로우겨자씨(캐나다산), 변성전분"""
"1923","35kcal","410mg","분말/건조식품 > 초간편국","0mg","'- 간편하게 끓는 물만 부어 2분이면 완성- 동결 건조로 맛과 향을 그대로 살려 집에서 직접 재료를 손질하여 만든 바로 그 맛 - 국내산 미역과 청정지역에서 키운 쇠고기로 정성을 다해 만들었습니다.","0.4g","https://ottogi.co.kr/pds/product/2018-12-17_839568553[28].jpg","1회 제공량 9.5g 당 함량","간편 미역국 컵국","0g","0g","9.5g","1g","7g","0.1g","""덱스트린, 변성전분, 건미역10%[미역(국산),천일염(호주산)],마늘(중국산),정제소금(국산),쇠고기,사골엑기스[사골농축액,정제소금,우지],미역국물맛내기,참맛양지육수페이스트,양조간장,쇠고기농축엑기스,조개엑기스,참치조미간장,쇠고기엑기스분말,양파엑기스"""
"1684","365kcal","1730mg","냉장/냉동식품 > 냉장면류","0mg","""1. 질 좋은 북어와 다시마, 국산멸치로 시원하게, 국물을 내고 청량고추,홍고추로 칼칼하게 맛을 낸 속풀이 우동 (한국인이 가장 선호하는 매운 맛을내어 시원하게 속을 풀어드립니다.)  2. 사누끼풍 다가수수타식 면발  3. 오뚜기 면사랑이 직접 튀긴 고소한 튀김볼 고명""","1.5g","https://ottogi.co.kr/pds/product/21211.jpg","Per 2 Servings 510g","RICH SPICY UDON","7g","0g","""510g(Serves2), 1,022g(Serves4)""","9g","80g","0.5g",""
"2225","505kcal","""1,310mg""","라면류 > 진진짜라","6mg","'- 화제의 진짬뽕X진짜장 조합레시피를 용기면으로 간편하게 즐겨보세요.- 진짬뽕의 불맛과 진짜장의 진한 짜장풍미가 어우러진 매콤~한 짜장라면!","19g","https://ottogi.co.kr/pds/product/2021-04-27_1020189733[1].jpg","","진진짜라 용기","7g","0g","120g","11g","75g","8g","""*면:소맥분(밀:호주산,미국산),변성전분,팜유(말레이시아산),감자전분,귀리식이섬유,글루텐,정제소금,기타식용유지가공품,분리대두단백,효모,면류첨가알칼리제(산도조절제),난각분말,야채풍미액,유화유지,구아검,시즈닝분말,알긴산나트륨,셀룰로스검,비타민B2,녹차풍미유*스프류:볶음짜장소스[짜장페이스트{춘장(밀:미국산,호주산)},볶음양파오일{옥수수유(옥수수배아:외국산)},설탕,액상스프베이스,볶음양파페이스트],참맛간짜장페이스트,올리고당,짬뽕양념농축액,정제수,짬뽕향미유,해물양념소스,설탕,시즈닝분말,삼선짜장페이스트,참맛지미분말,짜장조미분말,짜장시즈닝분말,참맛간짜장분말,고춧가루,오징어엑기스,향미증진제,감칠맛베이스,오징어양념분말,로스팅양파분말,효모추출조미분말,양파풍미유,짜장시즈닝오일,칠리추출물,웍풍미소스,효모추출물,영양강화제,대두단백,건양배추,동결건조완두콩,계란조미후레이크,조미쇠고기맛후레이크,튀김감자다이스,건양파밀,대두,계란,우유,쇠고기,돼지고기,닭고기,오징어,새우,게,조개류(굴,홍합포함)함유"""
"1534","130kcal","1580mg","라면류 > 육개장","0mg","""1. Soft noodles, by not frying but freeze drying.\n2. Enjoy the original flavor of a rich yukgaejang.""","g","https://ottogi.co.kr/pds/product/prod_img12_02_27_3.jpg","","YUKGAEJANG RAMEN (SMALL)","1g","g","40g","1g","31g","0g",""
"846","185kcal","710mg","라면류 > 컵누들","15mg","""면을 기름에 튀기지 않고 동결건조하여 맛이 깔끔하며,진한 멸치국물에 당근,호박,파,표고버섯을 넣어 더욱 시원하고 맛있습니다.""","0.8g","https://ottogi.co.kr/pds/product/0619_0151.jpg","1회 제공량 1컵(49g)","컵누들 잔치국수 용기","1g","0g","49g","6g","39g","0g","""*면블럭-소면68%[소맥분(밀:호주산,미국산),난백액(국산),식염,글루텐],덱스트린,식염*건더기블럭-전란(국산),애호박(국산),표고버섯,파,당근,말토덱스트린,맥아물엿,옥수수전분,틱플로케이(타피오카변성전분,설탕,말토덱스트린),팜유,옥배유,식염,구아검,산탄검,카로틴*분말스프-멸치씨즈닝분말SM,멸치육수베이스,멸치엑기스분말엔엠,식물성분해단백-1,사골설렁탕분말,멸치엑기스분말-에스비,무즙분말,향미증진제,맛베이스,SM혼합분말,건마늘가루,가쓰오조미분말,화미골드다시,간장분말,우리미,가쓰오파우더,식염,건양파가루,고춧가루,동결건조청양고추,사골양념분말,후춧가루.[소맥(밀), 전란(난류), 탈지대두(대두),카제인나트륨(우유)]"""
"92","160kcal","880mmg","레토르트/간편식 > 3분","5mg","""1.오뚜기 3분 하이라이스소스는 향긋한 천연향신료와 신선한 국내산 닭고기, 양파, 당근, 잘 익은 토마토 등이 잘 어우러져 깊고 풍부한 맛이 살아있습니다.2. 큼직한 건더기를 듬뿍 넣어 씹히는 맛이 좋습니다.3. 완전 조리된 식품으로 간편하게 드실 수 있습니다.4. 가정에서 만든 것처럼 맛과 영양이 풍부합니다.""","6g","https://ottogi.co.kr/pds/product/2021-03-23_212827407[19].jpg","1회 제공량 200g당 함량","3분하이라이스소스","8g","g","200g(1인분)","4g","23g","2.5g","""정제수, 양파퓨레(중국산), 감자(미국산:감자, 산도조절제), 닭고기(국산), 당근, 변성전분, 식물성유지, 혼합과일소스, 유크림, 설탕, 리치버터, 마늘, 토마토페이스트, 우스타소스, 쌀가루, 쇠고기브이용, 사골엑기스, 복합양념, 하이라이스시즈닝, 정제소금, 카라멜색소, 오뚜기참치간장분말, 향미증진제, 카레분, 향신료, 덱스트린[우유, 대두, 밀, 토마토, 닭고기, 쇠고기, 조개류(굴) 함유]이 제품은 계란,새우,돼지고기,오징어,조개류(전복,홍합 포함),메추리알을 사용한 제품과 같은 제조시설에서 제조하고 있습니다."""
"1400","165kcal","630mg","레토르트/간편식 > 용기죽","mg","1. Soft eggs and 6 vegetables! OTTOGI EGG & VEGETABLE RICE PORRIDGE!\n2. KOREAN STYLE FURIKAKE (VEGETABLE) included.","0g","https://ottogi.co.kr/pds/product/EG200x2371.jpg","Total Content 285g","EGG & VEGETABLE RICE PORRIDGE","0g","0g","285g","4g","37g","0g","""*PORDDIGE-WATER,RICE(KOREA),KOREAN CABBAGE 6%(KOREA),ONION 5.1%(KOREA),SCRAMBLED EGGS 3.5%[EGG(KOREA),SOYBEAN OIL(IMPORTED)],GLUTINOUS RICE,CARROT 1.5%(KOREA),ZUCHINI 1.5%(KOREA),GREEN ONION 0.5%(KOREA),RED PIMENTO 0.4%(KOREA),SALT,HYDROLIZED VEGETABLE PROTEIN,CLAM EXTRACT POWDER,COOKING WINE,GARLIC,SESAME OIL,BEEF BONE EXTRACT,COMPOSITE SEASONING FOOD,FLAVOR ENHANCER,D-TOCOPHEROL(MIXTURE)\n*KOREAN STYLE FURIKAKE (VEGETABLE)-FURIKAKE MIX,CARROTFLAKE,EGG FLAKE,VEGETABLE FALVORED PARTICLES,SPINACH FLAKE,SESAME,BLACK SESAME,PUMPKIN FLAKE,LAVER\n[CONTAINS EGG,MILK,SOYBEAN,WHEAT,BEEF,CLAM(MANILA CLAM,OYSTER)]\n- This product is produced in manufacturing facilities producing products containing crab, shrimp, pork, tomato, chicken, osier, shellfish (including abalone and mussel)."""
"1941","185kcal","0.015mg","냉장/냉동식품 > 디저트류","0mg","""쫄깃한 젤리 안에 달콤 말랑~한 속젤리를 채워 넣은 이중 젤리!속젤리에 과즙을 듬뿍 담아 더욱 진하고 향긋한 과일 향을 즐길 수 있습니다.비타민 C, 커큐민 성분으로 가볍고 산뜻한 과즙 팡팡 간식!""","0g","https://ottogi.co.kr/pds/product/2018-12-26_402546202[3].jpg","","잼있는젤리 망고","28g","0g","50g","3g","42g","0g","""설탕,물엿,올리고당,D-소비톨액 5.9%,젤라틴,망고퓨레 4.0%(고형분 16%),합성향료(망고향,혼합과일향),산도조절제Ⅰ,산도조절제Ⅱ,펙틴,기타식용유지가공품,유화제,강황올레오레진분말(심황색소)"""
"1636","415kcal","1550mg","라면류 > 오동통면","2.7mg","""1. Ramen for microwave cooking, premium bowl ramen replicating the chewy texture of packed ramen.\n2. A harmony of spicy soup, fresh sea tangle, bonito, squid, shrimp and seaweed providing a deep and fresh taste.""","11g","https://ottogi.co.kr/pds/product/img_big0905_8.jpg","Per Serving 100g","ODONGTONG RAMEN","4g","0g","100g","7g","72g","6g","""NOODLE:WHEAT FLOUR(AUSTRALIA),PALM OIL(MALYASIA),POTATO STARCH,MODIFIED STARCH,REFINED SALT,EMULSIFIED OIL(SOYBEAN OIL,D-SORBITOL,SOYBEAN LECITHIN,GLYCERIN ESTERS OF FATTY ACIDS),GARLIC EXTRACT,WHEAT GLUTEN,CALCIUM(EGG SHELL),ACIDITY REGULATOR(POTASSIUM CARBONATE,SODIUM POLYPHOSPHATE),GREEN TEA FLAVORED OIL\nSOUP:REFINED SALT,SUGAR,BONITO EXTRACT POWDER,GLUCOSE,SOY SAUCE POWDER(SOYBEAN,WHEAT,SALT),DEXTRIN,KELP EXTRACT POWDER,GARLIC POWDER,CUTTLEFISH EXTRACT POWDER,CUTTLEFISH EXTRACT POWDER,SEAFOOD SEASONING POWDER(CUTTLEFISH,SHRIMP,SALT),BEEF BONE EXTRACT POWDER,RED PEPPER POWDER,ROASTING ONION POWDER,STARCH,ROASTING ONION POWDER,TASTE BASE,FLAVOR ENHANCER,BLACK PEPPER POWDER,SPICES(RED PEPPER,GARLIC,ONION,GREEN ONION,GINGER),HAM FLAVORED BASE POWDER,HOT CHILI EXTRACT,SHRIMP POWDER,NUTRIENT,GUAR GUM,CHILI EXTRACT,GINGER POWDER,ACIDITY REGULATOR(POTASSIUM CARBONATE,SODIUM POLYPHOSPHATE),DEHYDRATED SEAWEED,DEHYDRATED SEA TANGLE,DEHYDRATED GREEN ONION,DEHYDRATED CARROT,DEHYDRATED FISH CAKE,DEHYDRATED MUSHROOM"""
"1927","195kcal","900mg","레토르트/간편식 > 3분","25mg","""1. 맛있는 요리를 위해 정성을 담고자 하는 마음, 그 마음을 담아 더욱 깊고 진한 풍미, 한층 부드럽고 조화로운 카레를 위해 오랜 연구 끝에 찾아낸 3일 숙성소스의 비법2. 숙성 카레는 3일간 정성껏 숙성시킨 소스와 은은한 향이 잘 조화된 숙성 카레분을 이용한 고급 카레입니다.3. 큼직한 건더기를 듬뿍 넣어 씹히는 맛이 좋습니다.4. 완전 조리된 식품으로 간편하게 드실 수 있습니다.5. 가정에서 만든 것처럼 맛과 영양이 풍부하며 보존료가 전혀 들어 있지 않습니다.""","9g","https://ottogi.co.kr/pds/product/2021-04-28_1020201904[1].JPG","1회 제공량 200g당 함량","3일 숙성카레(3분) 순한맛","8g","0g","200g (1인분)","6g","23g","2.6g","""정제수, 양파퓨레(중국산), 쇠고기(뉴질랜드산), 감자(미국산:감자, 산도조절제), 양파, 양송이, 유크림, 당근, 식물성유지, 3일숙성소스1.5%[쇠고기(호주산), 정제소금(국산)], 카레분1.2%, 진한카레양념분, 설탕, 토마토페이스트, 정제소금, 닭고기조미분말, 구운쇠고기분말, 그레이비분말, 비프조미분, 마늘, 간장베이스, 로스팅양파분, 구운마늘분말, 구운양파조각, 난각분말, 변성전분, 덱스트린, 카라멜색소, 향미증진제[계란, 우유, 대두, 밀, 토마토, 닭고기, 쇠고기 함유]*이 제품은 새우, 돼지고기, 오징어, 조개류(굴,전복,홍합 포함), 메추리알을 사용한 제품과 같은 제조시설에서 제조하고 있습니다."""
"440","828kcal","0mg","식용유지 > 참기름","0mg","좋은 참깨만을 골라 세 번 걸러 맛과 향이 뛰어날 뿐만 아니라 고소하고 깨끗한 100 % 순수 참기름입니다.","92g","https://ottogi.co.kr/pds/product/2021-04-26_806363628[9].jpg","100ml 당 함량","고소한 참기름","0g","0g","""55ml, 80ml, 110ml, 155ml, 160ml, 320ml, 350ml, 450ml, 500ml, 1000ml, 1.8L""","0g","0g","15g","""참깨 100%(외국산:인도,파키스탄,에티오피아 등)"""
